N,   px,sex, vx,           po,seo, vo,   lomin, lomax, lxmin, lxmax
94800,1.0975,.0146,2.29,1.0992,.0064,1,-3.407,3.86,-117.226,2.432
94900,1.0973,.0146,2.29,1.0993,.0064,1,-3.407,3.86,-117.226,2.432
95e3,1.0972,.0146,2.29,1.0993,.0064,1,-3.407,3.86,-117.226,2.432
95100,1.0973,.0145,2.29,1.0993,.0064,1,-3.407,3.86,-117.226,2.432
95200,1.0974,.0145,2.29,1.0993,.0064,1,-3.407,3.86,-117.226,2.432
95300,1.0973,.0145,2.29,1.0992,.0064,1,-3.407,3.86,-117.226,2.432
95400,1.0973,.0145,2.29,1.0993,.0064,1,-3.407,3.86,-117.226,2.432
95500,1.0972,.0145,2.29,1.0992,.0063,1,-3.407,3.86,-117.226,2.432
95600,1.0971,.0145,2.29,1.0995,.0063,1,-3.407,3.86,-117.226,2.432
95700,1.0968,.0145,2.29,1.0997,.0063,1,-3.407,3.86,-117.226,2.432
95800,1.0967,.0145,2.29,1.0997,.0063,1,-3.407,3.86,-117.226,2.432
95900,1.0966,.0145,2.29,1.0997,.0063,1,-3.407,3.86,-117.226,2.432
96e3,1.097,.0145,2.29,1.0996,.0063,1,-3.407,3.86,-117.226,2.432
96100,1.097,.0145,2.29,1.0997,.0063,1,-3.407,3.86,-117.226,2.432
96200,1.0971,.0145,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
96300,1.0981,.0145,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
96400,1.0981,.0145,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
96500,1.0983,.0144,2.29,1.1003,.0063,1,-3.407,3.86,-117.226,2.432
96600,1.0981,.0144,2.29,1.1003,.0063,1,-3.407,3.86,-117.226,2.432
96700,1.0979,.0144,2.29,1.1003,.0063,1,-3.407,3.86,-117.226,2.432
96800,1.0977,.0144,2.29,1.1003,.0063,1,-3.407,3.86,-117.226,2.432
96900,1.0977,.0144,2.29,1.1003,.0063,1,-3.407,3.86,-117.226,2.432
97e3,1.0976,.0144,2.29,1.1002,.0063,1,-3.407,3.86,-117.226,2.432
97100,1.0974,.0144,2.29,1.1002,.0063,1,-3.407,3.86,-117.226,2.432
97200,1.0972,.0144,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
97300,1.097,.0144,2.29,1.1002,.0063,1,-3.407,3.86,-117.226,2.432
97400,1.0969,.0144,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
97500,1.097,.0144,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
97600,1.0971,.0144,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
97700,1.0972,.0143,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
97800,1.0973,.0143,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
97900,1.0975,.0143,2.29,1.1001,.0063,1,-3.407,3.86,-117.226,2.432
98e3,1.0973,.0143,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
98100,1.0975,.0143,2.29,1.1,.0063,1,-3.407,3.86,-117.226,2.432
98200,1.0976,.0143,2.29,1.0998,.0063,1,-3.407,3.86,-117.226,2.432
98300,1.0977,.0143,2.29,1.0997,.0063,1,-3.407,3.86,-117.226,2.432
98400,1.0978,.0143,2.29,1.0998,.0063,1,-3.407,3.86,-117.226,2.432
98500,1.0978,.0143,2.29,1.0998,.0063,1,-3.407,3.86,-117.226,2.432
98600,1.0976,.0143,2.29,1.0998,.0063,1,-3.407,3.86,-117.226,2.432
98700,1.0975,.0143,2.29,1.0998,.0063,1,-3.407,3.86,-117.226,2.432
98800,1.0977,.0143,2.29,1.0997,.0062,1,-3.407,3.86,-117.226,2.432
98900,1.0978,.0143,2.29,1.0996,.0062,1,-3.407,3.86,-117.226,2.432
99e3,1.0977,.0143,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
99100,1.0974,.0142,2.29,1.0994,.0062,1,-3.407,3.86,-117.226,2.432
99200,1.0975,.0142,2.29,1.0993,.0062,1,-3.407,3.86,-117.226,2.432
99300,1.0971,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
99400,1.097,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
99500,1.097,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
99600,1.0969,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
99700,1.0971,.0142,2.29,1.0996,.0062,1,-3.407,3.86,-117.226,2.432
99800,1.097,.0142,2.29,1.0996,.0062,1,-3.407,3.86,-117.226,2.432
99900,1.0973,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
1e5,1.0974,.0142,2.29,1.0995,.0062,1,-3.407,3.86,-117.226,2.432
0,0,0,0,0,0,0,0,0,0,0
