N,   px,sex, vx,           po,seo, vo,   lomin, lomax, lxmin, lxmax
100,.86,.35,1.78,1.256,.189,.96,-2.111,2.021,-50.952,2.42
200,1.154,.313,2.26,1.177,.131,.94,-2.111,2.113,-50.952,2.42
300,1.144,.256,2.27,1.204,.121,1.07,-2.111,2.713,-55.74,2.42
400,1.062,.211,2.15,1.155,.097,.99,-2.111,2.713,-55.74,2.42
500,1.058,.19,2.16,1.126,.084,.96,-2.111,2.713,-55.74,2.42
600,1.056,.176,2.2,1.136,.079,.98,-2.111,2.713,-55.74,2.42
700,1.039,.161,2.17,1.128,.071,.96,-2.111,2.713,-55.74,2.42
800,1.081,.154,2.23,1.122,.066,.95,-2.111,2.713,-55.74,2.42
900,1.102,.147,2.25,1.145,.067,1.02,-2.111,2.713,-55.74,2.42
1e3,1.1,.14,2.26,1.156,.064,1.03,-2.111,2.713,-55.74,2.42
1100,1.149,.136,2.31,1.134,.059,1,-2.127,2.713,-55.74,2.42
1200,1.189,.133,2.36,1.138,.056,1,-2.127,2.713,-55.74,2.42
1300,1.184,.128,2.35,1.13,.053,.98,-2.127,2.713,-55.74,2.42
1400,1.171,.123,2.35,1.128,.052,.98,-2.127,2.713,-65.817,2.42
1500,1.205,.121,2.4,1.127,.05,.98,-2.127,2.713,-65.817,2.42
1600,1.205,.118,2.41,1.128,.048,.98,-2.127,2.713,-65.817,2.42
1700,1.193,.114,2.4,1.129,.046,.97,-2.127,2.713,-65.817,2.42
1800,1.193,.111,2.39,1.132,.045,.98,-2.127,2.713,-65.817,2.42
1900,1.186,.107,2.38,1.13,.044,.97,-2.127,2.713,-65.817,2.428
2e3,1.178,.105,2.39,1.132,.043,.98,-2.127,2.756,-65.817,2.428
2100,1.176,.102,2.38,1.131,.042,.98,-2.127,2.756,-65.817,2.428
2200,1.18,.1,2.38,1.132,.041,.98,-2.127,2.756,-65.817,2.428
2300,1.171,.097,2.38,1.134,.04,.98,-2.152,2.756,-65.817,2.428
2400,1.161,.095,2.37,1.139,.04,1.01,-2.153,2.864,-65.817,2.428
2500,1.161,.093,2.36,1.141,.039,1.01,-2.153,2.864,-65.817,2.428
2600,1.145,.09,2.34,1.134,.038,1,-2.153,2.864,-65.817,2.428
2700,1.138,.088,2.33,1.13,.037,.99,-2.153,2.864,-65.817,2.428
2800,1.132,.086,2.33,1.13,.037,.99,-2.153,2.864,-77.144,2.428
2900,1.129,.084,2.32,1.131,.036,.98,-2.153,2.864,-77.144,2.428
3e3,1.125,.083,2.31,1.13,.036,.99,-2.153,2.864,-77.144,2.428
3100,1.123,.081,2.31,1.13,.035,1,-2.153,2.864,-77.144,2.428
3200,1.127,.08,2.31,1.132,.034,.99,-2.153,2.864,-77.144,2.428
3300,1.127,.079,2.31,1.132,.034,.99,-2.153,2.864,-77.144,2.428
3400,1.128,.078,2.31,1.134,.033,.99,-2.153,2.864,-77.144,2.428
3500,1.129,.077,2.32,1.135,.033,.99,-2.153,2.864,-77.144,2.428
3600,1.133,.076,2.33,1.132,.032,.98,-2.153,2.864,-77.144,2.428
3700,1.133,.075,2.33,1.1314,.0316,.98,-2.153,2.864,-77.144,2.428
3800,1.138,.074,2.33,1.1315,.0311,.98,-3.407,2.864,-77.144,2.428
3900,1.135,.073,2.33,1.1294,.0305,.97,-3.407,2.864,-77.144,2.428
4e3,1.138,.072,2.33,1.1282,.0302,.97,-3.407,2.864,-77.144,2.428
4100,1.147,.072,2.35,1.1256,.0297,.97,-3.407,2.864,-77.144,2.428
4200,1.139,.071,2.33,1.1288,.0295,.97,-3.407,2.864,-77.144,2.428
4300,1.134,.07,2.33,1.1298,.0299,1,-3.407,3.268,-77.144,2.428
4400,1.125,.069,2.32,1.1327,.0296,1,-3.407,3.268,-77.144,2.428
4500,1.12,.068,2.31,1.1338,.0294,1.01,-3.407,3.268,-77.144,2.428
4600,1.117,.067,2.31,1.1333,.029,1,-3.407,3.268,-77.144,2.428
4700,1.116,.066,2.31,1.1336,.029,1.01,-3.407,3.268,-77.144,2.428
4800,1.115,.065,2.3,1.1336,.0286,1.01,-3.407,3.268,-77.144,2.428
4900,1.119,.065,2.31,1.1337,.0283,1.01,-3.407,3.268,-77.144,2.428
5e3,1.126,.064,2.31,1.132,.0279,1.01,-3.407,3.268,-77.144,2.428
5100,1.129,.064,2.31,1.1317,.0276,1.01,-3.407,3.268,-77.144,2.428
5200,1.125,.063,2.3,1.1331,.0276,1.02,-3.407,3.268,-77.144,2.428
5300,1.118,.062,2.3,1.1341,.0275,1.02,-3.407,3.268,-77.144,2.428
5400,1.12,.061,2.3,1.1351,.0274,1.03,-3.407,3.268,-77.144,2.428
5500,1.116,.061,2.3,1.1341,.0272,1.03,-3.407,3.268,-77.144,2.428
5600,1.12,.06,2.3,1.1318,.0269,1.03,-3.407,3.268,-77.144,2.428
5700,1.124,.06,2.3,1.1305,.0265,1.02,-3.407,3.268,-77.144,2.428
5800,1.113,.059,2.29,1.1362,.0274,1.06,-3.407,3.567,-77.144,2.428
5900,1.111,.058,2.28,1.1363,.027,1.06,-3.407,3.567,-77.144,2.428
6e3,1.111,.058,2.28,1.1368,.0268,1.06,-3.407,3.567,-77.144,2.428
6100,1.103,.057,2.28,1.1357,.0265,1.06,-3.407,3.567,-77.144,2.428
6200,1.105,.057,2.28,1.1331,.0262,1.05,-3.407,3.567,-77.144,2.428
6300,1.096,.056,2.27,1.1333,.026,1.05,-3.407,3.567,-77.144,2.428
6400,1.098,.056,2.27,1.1323,.0257,1.05,-3.407,3.567,-77.144,2.428
6500,1.093,.055,2.26,1.133,.0256,1.05,-3.407,3.567,-77.144,2.428
6600,1.089,.055,2.26,1.1318,.0253,1.05,-3.407,3.567,-77.144,2.428
6700,1.091,.054,2.26,1.1323,.0251,1.05,-3.407,3.567,-77.144,2.428
6800,1.097,.054,2.26,1.1313,.0249,1.05,-3.407,3.567,-77.144,2.428
6900,1.097,.053,2.26,1.1305,.0247,1.05,-3.407,3.567,-77.144,2.428
7e3,1.105,.053,2.27,1.1297,.0245,1.04,-3.407,3.567,-77.144,2.428
7100,1.108,.053,2.28,1.1276,.0242,1.04,-3.407,3.567,-77.144,2.428
7200,1.108,.053,2.28,1.1262,.024,1.04,-3.407,3.567,-77.144,2.428
7300,1.106,.052,2.28,1.128,.0239,1.04,-3.407,3.567,-77.144,2.428
7400,1.109,.052,2.28,1.1288,.0237,1.04,-3.407,3.567,-77.144,2.428
7500,1.108,.052,2.28,1.1287,.0236,1.04,-3.407,3.567,-77.144,2.428
7600,1.103,.051,2.27,1.1296,.0235,1.04,-3.407,3.567,-77.144,2.428
7700,1.105,.051,2.28,1.128,.0232,1.04,-3.407,3.567,-77.144,2.428
7800,1.102,.05,2.27,1.1271,.0231,1.04,-3.407,3.567,-77.144,2.428
7900,1.1,.05,2.27,1.1252,.0229,1.04,-3.407,3.567,-77.144,2.428
8e3,1.102,.05,2.27,1.1247,.0227,1.04,-3.407,3.567,-77.144,2.428
8100,1.1,.049,2.27,1.1268,.0227,1.04,-3.407,3.567,-77.144,2.428
8200,1.1,.049,2.27,1.1279,.0225,1.04,-3.407,3.567,-77.144,2.428
8300,1.109,.049,2.28,1.1283,.0223,1.04,-3.407,3.567,-77.144,2.428
8400,1.103,.049,2.27,1.1279,.0222,1.04,-3.407,3.567,-77.144,2.428
8500,1.105,.049,2.28,1.1266,.0221,1.04,-3.407,3.567,-77.144,2.428
8600,1.108,.048,2.28,1.1257,.0219,1.04,-3.407,3.567,-77.144,2.428
8700,1.108,.048,2.29,1.1255,.0217,1.03,-3.407,3.567,-77.144,2.428
8800,1.111,.048,2.29,1.1263,.0216,1.03,-3.407,3.567,-77.144,2.428
8900,1.111,.048,2.29,1.1276,.0215,1.03,-3.407,3.567,-77.144,2.428
9e3,1.112,.047,2.29,1.128,.0215,1.04,-3.407,3.567,-77.144,2.428
9100,1.112,.047,2.29,1.1278,.0213,1.04,-3.407,3.567,-77.144,2.428
9200,1.111,.047,2.29,1.127,.0212,1.04,-3.407,3.567,-77.144,2.429
9300,1.107,.046,2.28,1.1286,.0211,1.04,-3.407,3.567,-77.144,2.429
9400,1.107,.046,2.28,1.1284,.021,1.04,-3.407,3.567,-77.144,2.429
9500,1.105,.046,2.28,1.128,.0209,1.04,-3.407,3.567,-77.144,2.429
9600,1.106,.046,2.28,1.126,.0207,1.03,-3.407,3.567,-77.144,2.429
9700,1.108,.045,2.28,1.126,.0206,1.03,-3.407,3.567,-77.144,2.429
9800,1.108,.045,2.28,1.1268,.0206,1.04,-3.407,3.567,-77.144,2.429
9900,1.109,.045,2.29,1.1252,.0204,1.04,-3.407,3.567,-77.144,2.429
1e4,1.109,.045,2.29,1.1245,.0203,1.04,-3.407,3.567,-77.144,2.429
10100,1.109,.045,2.29,1.125,.0203,1.04,-3.407,3.567,-77.144,2.429
10200,1.108,.044,2.29,1.1232,.0202,1.04,-3.407,3.567,-77.144,2.429
10300,1.106,.044,2.29,1.1244,.0202,1.04,-3.407,3.567,-77.144,2.429
10400,1.102,.044,2.28,1.1226,.02,1.04,-3.407,3.567,-77.144,2.429
10500,1.102,.044,2.28,1.1214,.0199,1.04,-3.407,3.567,-81.85,2.429
10600,1.102,.043,2.28,1.1218,.0198,1.04,-3.407,3.567,-81.85,2.429
10700,1.106,.043,2.29,1.1224,.0197,1.04,-3.407,3.567,-81.85,2.429
10800,1.102,.043,2.29,1.1212,.0196,1.04,-3.407,3.567,-81.85,2.429
10900,1.101,.043,2.28,1.1196,.0194,1.03,-3.407,3.567,-81.85,2.429
11e3,1.102,.043,2.29,1.1205,.0194,1.04,-3.407,3.567,-81.85,2.429
11100,1.103,.043,2.29,1.1196,.0193,1.04,-3.407,3.567,-81.85,2.429
11200,1.104,.042,2.29,1.12,.0192,1.04,-3.407,3.567,-81.85,2.429
11300,1.104,.042,2.29,1.1207,.0191,1.04,-3.407,3.567,-81.85,2.429
11400,1.105,.042,2.29,1.1206,.019,1.04,-3.407,3.567,-81.85,2.429
11500,1.107,.042,2.29,1.121,.0189,1.04,-3.407,3.567,-81.85,2.429
11600,1.105,.042,2.29,1.1201,.0188,1.03,-3.407,3.567,-81.85,2.429
11700,1.106,.041,2.29,1.1189,.0187,1.03,-3.407,3.567,-88.137,2.429
11800,1.107,.041,2.29,1.1186,.0186,1.03,-3.407,3.567,-88.137,2.429
11900,1.108,.041,2.29,1.1189,.0185,1.03,-3.407,3.567,-88.137,2.429
12e3,1.11,.041,2.29,1.119,.0184,1.03,-3.407,3.567,-88.137,2.429
12100,1.114,.041,2.3,1.1189,.0183,1.03,-3.407,3.567,-88.137,2.429
12200,1.111,.041,2.29,1.1196,.0183,1.03,-3.407,3.567,-88.137,2.429
12300,1.111,.041,2.29,1.1206,.0182,1.03,-3.407,3.567,-88.137,2.429
12400,1.111,.04,2.29,1.1189,.0181,1.03,-3.407,3.567,-88.137,2.429
12500,1.112,.04,2.3,1.1187,.018,1.03,-3.407,3.567,-88.137,2.429
12600,1.113,.04,2.3,1.1186,.018,1.03,-3.407,3.567,-88.137,2.429
12700,1.114,.04,2.3,1.1174,.0179,1.03,-3.407,3.567,-88.137,2.429
12800,1.113,.04,2.3,1.1167,.0178,1.03,-3.407,3.567,-88.137,2.429
12900,1.114,.04,2.3,1.1158,.0177,1.03,-3.407,3.567,-88.137,2.429
13e3,1.112,.039,2.3,1.1147,.0176,1.02,-3.407,3.567,-88.137,2.429
13100,1.111,.039,2.3,1.1148,.0175,1.02,-3.407,3.567,-88.137,2.429
13200,1.115,.039,2.3,1.1143,.0174,1.02,-3.407,3.567,-88.137,2.429
13300,1.116,.039,2.3,1.1142,.0173,1.02,-3.407,3.567,-88.137,2.429
13400,1.117,.039,2.31,1.114,.0172,1.02,-3.407,3.567,-88.137,2.431
13500,1.116,.039,2.31,1.1141,.0172,1.02,-3.407,3.567,-88.137,2.431
13600,1.117,.039,2.31,1.1131,.0171,1.02,-3.407,3.567,-88.137,2.431
13700,1.116,.039,2.3,1.1131,.017,1.02,-3.407,3.567,-88.137,2.431
13800,1.114,.038,2.3,1.1132,.0169,1.02,-3.407,3.567,-88.137,2.431
13900,1.11,.038,2.3,1.1125,.0168,1.01,-3.407,3.567,-88.137,2.431
14e3,1.108,.038,2.3,1.1126,.0168,1.01,-3.407,3.567,-88.137,2.431
14100,1.108,.038,2.29,1.1121,.0167,1.01,-3.407,3.567,-88.137,2.431
14200,1.108,.038,2.3,1.1122,.0166,1.01,-3.407,3.567,-88.137,2.431
14300,1.107,.038,2.29,1.1127,.0166,1.01,-3.407,3.567,-88.137,2.431
14400,1.106,.037,2.29,1.1125,.0165,1.01,-3.407,3.567,-88.137,2.431
14500,1.103,.037,2.29,1.1116,.0164,1.01,-3.407,3.567,-88.137,2.431
14600,1.103,.037,2.29,1.1126,.0164,1.01,-3.407,3.567,-88.137,2.431
14700,1.102,.037,2.29,1.1125,.0163,1.01,-3.407,3.567,-88.137,2.431
14800,1.102,.037,2.29,1.1122,.0163,1.01,-3.407,3.567,-88.137,2.431
14900,1.101,.037,2.29,1.1107,.0162,1.01,-3.407,3.567,-88.137,2.431
15e3,1.102,.037,2.29,1.1113,.0161,1.01,-3.407,3.567,-88.137,2.431
15100,1.102,.036,2.29,1.111,.0161,1.01,-3.407,3.567,-88.137,2.431
15200,1.1,.036,2.29,1.1099,.016,1.01,-3.407,3.567,-88.137,2.431
15300,1.1,.036,2.29,1.1093,.0159,1.01,-3.407,3.567,-88.137,2.431
15400,1.103,.036,2.29,1.1093,.0159,1.01,-3.407,3.567,-88.137,2.431
15500,1.107,.036,2.3,1.1097,.0158,1,-3.407,3.567,-88.137,2.431
15600,1.107,.036,2.29,1.1091,.0157,1,-3.407,3.567,-88.137,2.431
15700,1.109,.036,2.3,1.1092,.0157,1,-3.407,3.567,-88.137,2.431
15800,1.109,.036,2.3,1.1085,.0156,1,-3.407,3.567,-88.137,2.431
15900,1.109,.036,2.3,1.1091,.0156,1,-3.407,3.567,-88.137,2.431
16e3,1.107,.036,2.29,1.1073,.0155,1,-3.407,3.567,-88.137,2.431
16100,1.105,.035,2.29,1.1079,.0154,1,-3.407,3.567,-88.137,2.431
16200,1.104,.035,2.29,1.1074,.0154,1,-3.407,3.567,-88.137,2.431
16300,1.103,.035,2.29,1.1081,.0153,1,-3.407,3.567,-88.137,2.431
16400,1.101,.035,2.29,1.1079,.0153,1,-3.407,3.567,-88.137,2.431
16500,1.099,.035,2.28,1.1078,.0152,1,-3.407,3.567,-88.137,2.431
16600,1.097,.035,2.28,1.1078,.0152,1,-3.407,3.567,-88.137,2.431
16700,1.096,.035,2.28,1.1082,.0151,1,-3.407,3.567,-88.137,2.431
16800,1.096,.034,2.28,1.1072,.015,.99,-3.407,3.567,-88.137,2.431
16900,1.097,.034,2.28,1.1065,.015,.99,-3.407,3.567,-88.137,2.431
17e3,1.095,.034,2.28,1.1072,.015,1,-3.407,3.567,-88.137,2.431
17100,1.095,.034,2.28,1.1078,.0149,1,-3.407,3.567,-88.137,2.431
17200,1.094,.034,2.28,1.1078,.0149,1,-3.407,3.567,-88.137,2.431
17300,1.093,.034,2.27,1.1075,.0148,.99,-3.407,3.567,-88.137,2.431
17400,1.094,.034,2.28,1.1064,.0148,.99,-3.407,3.567,-88.137,2.431
17500,1.093,.034,2.27,1.1066,.0147,.99,-3.407,3.567,-88.137,2.431
17600,1.092,.034,2.27,1.1063,.0147,.99,-3.407,3.567,-88.137,2.431
17700,1.095,.034,2.28,1.1059,.0146,.99,-3.407,3.567,-88.137,2.431
17800,1.094,.033,2.28,1.1055,.0146,.99,-3.407,3.567,-88.137,2.431
17900,1.093,.033,2.28,1.1052,.0145,.99,-3.407,3.567,-88.137,2.431
18e3,1.094,.033,2.28,1.1051,.0144,.99,-3.407,3.567,-88.137,2.431
18100,1.094,.033,2.28,1.1048,.0144,.99,-3.407,3.567,-88.137,2.431
18200,1.093,.033,2.28,1.1048,.0144,.99,-3.407,3.567,-88.137,2.431
18300,1.093,.033,2.28,1.1053,.0144,.99,-3.407,3.567,-88.137,2.431
18400,1.093,.033,2.28,1.1052,.0143,.99,-3.407,3.567,-88.137,2.431
18500,1.093,.033,2.28,1.1051,.0143,.99,-3.407,3.567,-88.137,2.431
18600,1.094,.033,2.28,1.1064,.0143,.99,-3.407,3.567,-88.137,2.431
18700,1.094,.033,2.28,1.1064,.0142,.99,-3.407,3.567,-88.137,2.431
18800,1.094,.033,2.28,1.1058,.0142,.99,-3.407,3.567,-88.137,2.431
18900,1.095,.033,2.28,1.1062,.0142,1,-3.407,3.567,-88.137,2.431
19e3,1.095,.032,2.28,1.1074,.0142,1,-3.407,3.567,-88.137,2.431
19100,1.095,.032,2.28,1.107,.0142,1,-3.407,3.567,-88.137,2.431
19200,1.095,.032,2.28,1.1072,.0141,1,-3.407,3.567,-88.137,2.431
19300,1.094,.032,2.28,1.1071,.0141,1,-3.407,3.567,-88.137,2.431
19400,1.097,.032,2.28,1.1076,.0141,1,-3.407,3.567,-88.137,2.431
19500,1.096,.032,2.28,1.1072,.0141,1,-3.407,3.567,-88.137,2.431
19600,1.095,.032,2.28,1.1064,.014,1,-3.407,3.567,-88.137,2.431
19700,1.094,.032,2.28,1.1068,.014,1,-3.407,3.567,-88.137,2.431
19800,1.095,.032,2.28,1.107,.0139,1,-3.407,3.567,-88.137,2.431
19900,1.094,.032,2.28,1.1063,.0139,1,-3.407,3.567,-88.137,2.431
2e4,1.094,.032,2.28,1.1073,.0139,1,-3.407,3.567,-88.137,2.431
20100,1.0929,.0316,2.28,1.1079,.0139,1,-3.407,3.567,-88.137,2.431
20200,1.0938,.0315,2.28,1.1074,.0138,1,-3.407,3.567,-88.137,2.431
20300,1.0939,.0314,2.28,1.1072,.0138,1,-3.407,3.567,-88.137,2.431
20400,1.0956,.0314,2.29,1.1068,.0137,1,-3.407,3.567,-88.137,2.431
20500,1.0943,.0313,2.28,1.1064,.0137,1,-3.407,3.567,-88.137,2.431
20600,1.0929,.0312,2.28,1.1072,.0137,1,-3.407,3.567,-88.137,2.431
20700,1.0932,.0311,2.28,1.1078,.0136,1,-3.407,3.567,-88.137,2.431
20800,1.0932,.031,2.28,1.1083,.0136,1,-3.407,3.567,-88.137,2.431
20900,1.0939,.031,2.29,1.1079,.0136,1,-3.407,3.567,-88.137,2.431
21e3,1.0959,.0309,2.29,1.1092,.0135,1,-3.407,3.567,-88.137,2.431
21100,1.0951,.0308,2.29,1.1094,.0135,1,-3.407,3.567,-88.137,2.431
21200,1.0926,.0307,2.28,1.1088,.0135,1,-3.407,3.567,-88.137,2.431
21300,1.0908,.0306,2.28,1.1084,.0135,1,-3.407,3.567,-88.137,2.431
21400,1.0914,.0306,2.28,1.1084,.0134,1,-3.407,3.567,-88.137,2.431
21500,1.0919,.0305,2.28,1.108,.0134,1,-3.407,3.567,-88.137,2.431
21600,1.0927,.0305,2.28,1.1076,.0133,1,-3.407,3.567,-88.137,2.431
21700,1.0935,.0304,2.29,1.1078,.0133,1,-3.407,3.567,-88.137,2.431
21800,1.0944,.0304,2.29,1.1081,.0133,1,-3.407,3.567,-88.137,2.431
21900,1.0941,.0303,2.29,1.1074,.0133,1,-3.407,3.567,-88.137,2.431
22e3,1.0921,.0302,2.29,1.1069,.0133,1,-3.407,3.567,-88.137,2.431
22100,1.0905,.0301,2.28,1.1068,.0132,1,-3.407,3.567,-88.137,2.431
22200,1.0903,.03,2.28,1.1074,.0133,1.01,-3.407,3.567,-88.137,2.431
22300,1.0918,.03,2.28,1.1081,.0133,1.01,-3.407,3.567,-88.137,2.431
22400,1.0904,.0299,2.28,1.1074,.0133,1.01,-3.407,3.567,-88.137,2.431
22500,1.0902,.0298,2.28,1.1076,.0132,1.01,-3.407,3.567,-88.137,2.431
22600,1.0904,.0298,2.28,1.1074,.0132,1.01,-3.407,3.567,-88.137,2.431
22700,1.0907,.0297,2.28,1.1076,.0132,1.01,-3.407,3.567,-88.137,2.431
22800,1.0903,.0296,2.28,1.1073,.0132,1.01,-3.407,3.567,-88.137,2.431
22900,1.0886,.0295,2.28,1.107,.0131,1.01,-3.407,3.567,-88.137,2.431
23e3,1.0881,.0295,2.28,1.1066,.0131,1.01,-3.407,3.567,-88.137,2.431
23100,1.0889,.0294,2.28,1.1062,.013,1.01,-3.407,3.567,-88.137,2.431
23200,1.0876,.0293,2.28,1.1055,.013,1.01,-3.407,3.567,-88.137,2.431
23300,1.0863,.0292,2.28,1.105,.013,1.01,-3.407,3.567,-88.137,2.431
23400,1.0865,.0292,2.28,1.1045,.0129,1.01,-3.407,3.567,-88.137,2.431
23500,1.0857,.0291,2.28,1.1041,.0129,1.01,-3.407,3.567,-88.137,2.431
23600,1.0847,.029,2.28,1.1036,.0128,1.01,-3.407,3.567,-88.137,2.431
23700,1.0839,.029,2.28,1.1032,.0128,1.01,-3.407,3.567,-88.137,2.431
23800,1.0856,.0289,2.28,1.1036,.0128,1.01,-3.407,3.567,-88.137,2.431
23900,1.0853,.0289,2.28,1.1039,.0128,1.01,-3.407,3.567,-88.137,2.431
24e3,1.0862,.0288,2.28,1.1045,.0127,1.01,-3.407,3.567,-88.137,2.431
24100,1.0866,.0288,2.28,1.1048,.0127,1.01,-3.407,3.567,-88.137,2.431
24200,1.0877,.0287,2.28,1.1051,.0127,1.01,-3.407,3.567,-88.137,2.431
24300,1.0877,.0286,2.28,1.1054,.0127,1.01,-3.407,3.567,-88.137,2.431
24400,1.0867,.0286,2.28,1.1056,.0127,1.01,-3.407,3.567,-88.137,2.431
24500,1.0869,.0285,2.28,1.1058,.0126,1.01,-3.407,3.567,-88.137,2.431
24600,1.0877,.0285,2.28,1.1067,.0126,1.01,-3.407,3.567,-88.137,2.431
24700,1.0884,.0284,2.28,1.1059,.0126,1.01,-3.407,3.567,-88.137,2.431
24800,1.0898,.0284,2.28,1.1056,.0125,1.01,-3.407,3.567,-88.137,2.431
24900,1.0906,.0283,2.28,1.1052,.0125,1.01,-3.407,3.567,-88.137,2.431
25e3,1.0904,.0283,2.28,1.1054,.0125,1.01,-3.407,3.567,-88.137,2.431
25100,1.0916,.0282,2.28,1.1059,.0125,1.01,-3.407,3.567,-88.137,2.431
25200,1.092,.0282,2.28,1.1067,.0125,1.01,-3.407,3.567,-88.137,2.431
25300,1.092,.0282,2.29,1.1071,.0124,1.01,-3.407,3.567,-88.137,2.431
25400,1.0913,.0281,2.28,1.1073,.0124,1.01,-3.407,3.567,-88.137,2.431
25500,1.0916,.028,2.28,1.1071,.0124,1.01,-3.407,3.567,-88.137,2.431
25600,1.0923,.028,2.29,1.1075,.0124,1.01,-3.407,3.567,-88.137,2.431
25700,1.0933,.028,2.29,1.1077,.0123,1.01,-3.407,3.567,-88.137,2.431
25800,1.0918,.0279,2.28,1.1077,.0123,1.01,-3.407,3.567,-88.137,2.431
25900,1.0922,.0278,2.29,1.1085,.0123,1.01,-3.407,3.567,-88.137,2.431
26e3,1.0924,.0278,2.28,1.1077,.0123,1.01,-3.407,3.567,-88.137,2.431
26100,1.0924,.0277,2.28,1.1072,.0122,1.01,-3.407,3.567,-88.137,2.431
26200,1.0906,.0276,2.28,1.1069,.0122,1.01,-3.407,3.567,-88.137,2.431
26300,1.0906,.0276,2.28,1.1068,.0122,1.01,-3.407,3.567,-88.137,2.431
26400,1.0899,.0275,2.28,1.1069,.0122,1.01,-3.407,3.567,-88.137,2.431
26500,1.0894,.0275,2.28,1.1069,.0121,1.01,-3.407,3.567,-88.137,2.431
26600,1.0895,.0274,2.28,1.107,.0121,1.01,-3.407,3.567,-88.137,2.431
26700,1.0899,.0274,2.28,1.1072,.0121,1.01,-3.407,3.567,-88.137,2.431
26800,1.0912,.0273,2.28,1.1073,.0121,1.01,-3.407,3.567,-88.137,2.431
26900,1.0912,.0273,2.28,1.1073,.012,1.01,-3.407,3.567,-88.137,2.431
27e3,1.0925,.0273,2.29,1.107,.012,1.01,-3.407,3.567,-88.137,2.431
27100,1.0936,.0272,2.29,1.1069,.012,1.01,-3.407,3.567,-88.137,2.431
27200,1.0925,.0271,2.28,1.1074,.012,1.01,-3.407,3.567,-88.137,2.431
27300,1.0934,.0271,2.28,1.1082,.012,1.01,-3.407,3.567,-88.137,2.431
27400,1.0931,.0271,2.28,1.1081,.012,1.01,-3.407,3.567,-88.137,2.431
27500,1.0926,.027,2.28,1.1079,.0119,1.01,-3.407,3.567,-88.137,2.431
27600,1.0913,.0269,2.28,1.1073,.0119,1.01,-3.407,3.567,-88.137,2.431
27700,1.0892,.0268,2.28,1.1069,.0119,1.01,-3.407,3.567,-88.137,2.431
27800,1.0893,.0268,2.28,1.1065,.0119,1.01,-3.407,3.567,-88.137,2.431
27900,1.0884,.0267,2.28,1.1069,.0118,1.01,-3.407,3.567,-88.137,2.431
28e3,1.0894,.0267,2.28,1.1069,.0118,1.01,-3.407,3.567,-88.137,2.431
28100,1.0901,.0267,2.28,1.1064,.0118,1.01,-3.407,3.567,-88.137,2.431
28200,1.089,.0266,2.28,1.1066,.0118,1.01,-3.407,3.567,-88.137,2.431
28300,1.0878,.0265,2.28,1.1064,.0117,1.01,-3.407,3.567,-88.137,2.431
28400,1.0877,.0265,2.28,1.1063,.0117,1.01,-3.407,3.567,-88.137,2.431
28500,1.0885,.0264,2.28,1.1059,.0117,1.01,-3.407,3.567,-88.137,2.431
28600,1.0883,.0264,2.28,1.1054,.0117,1.01,-3.407,3.567,-88.137,2.431
28700,1.0891,.0264,2.28,1.1055,.0116,1,-3.407,3.567,-88.137,2.431
28800,1.0899,.0263,2.28,1.1049,.0116,1,-3.407,3.567,-88.137,2.431
28900,1.089,.0263,2.28,1.1046,.0116,1,-3.407,3.567,-88.137,2.431
29e3,1.0889,.0262,2.28,1.1046,.0116,1.01,-3.407,3.567,-88.137,2.431
29100,1.089,.0262,2.28,1.1042,.0115,1,-3.407,3.567,-88.137,2.431
29200,1.0893,.0261,2.28,1.1042,.0115,1,-3.407,3.567,-88.137,2.431
29300,1.0898,.0261,2.28,1.1045,.0115,1,-3.407,3.567,-88.137,2.431
29400,1.0906,.0261,2.28,1.1044,.0115,1,-3.407,3.567,-88.137,2.431
29500,1.0911,.026,2.28,1.1046,.0114,1,-3.407,3.567,-88.137,2.431
29600,1.0909,.026,2.28,1.1041,.0114,1,-3.407,3.567,-88.137,2.431
29700,1.0912,.0259,2.28,1.1046,.0114,1,-3.407,3.567,-88.137,2.431
29800,1.0905,.0259,2.28,1.1043,.0114,1,-3.407,3.567,-88.137,2.431
29900,1.0912,.0259,2.28,1.1043,.0114,1,-3.407,3.567,-88.137,2.431
3e4,1.0919,.0258,2.28,1.1041,.0113,1,-3.407,3.567,-88.137,2.431
30100,1.0922,.0258,2.28,1.1045,.0113,1,-3.407,3.567,-88.137,2.431
30200,1.0918,.0257,2.28,1.1045,.0113,1,-3.407,3.567,-88.137,2.431
30300,1.0928,.0257,2.28,1.1047,.0113,1,-3.407,3.567,-88.137,2.431
30400,1.0925,.0257,2.28,1.105,.0113,1,-3.407,3.567,-88.137,2.431
30500,1.0934,.0256,2.28,1.1046,.0113,1,-3.407,3.567,-88.137,2.431
30600,1.0943,.0256,2.28,1.105,.0113,1.01,-3.407,3.567,-88.137,2.431
30700,1.0946,.0256,2.29,1.1048,.0113,1.01,-3.407,3.567,-88.137,2.431
30800,1.0935,.0255,2.28,1.1051,.0112,1.01,-3.407,3.567,-88.137,2.431
30900,1.0926,.0255,2.28,1.1048,.0112,1.01,-3.407,3.567,-88.137,2.431
31e3,1.0928,.0254,2.28,1.1047,.0112,1.01,-3.407,3.567,-88.137,2.431
31100,1.0938,.0254,2.29,1.1051,.0112,1.01,-3.407,3.567,-117.226,2.431
31200,1.093,.0254,2.28,1.1053,.0112,1.01,-3.407,3.567,-117.226,2.431
